family_id,choice_0,choice_1,choice_2,choice_3,choice_4,choice_5,choice_6,choice_7,choice_8,choice_9,christ_eve,n_ppl,difficulty
494,1,1,1,0,0,1,1,1,0,1,0,4,34
495,0,1,1,1,1,1,0,1,1,0,0,5,35
496,1,0,0,0,1,1,0,1,0,1,0,4,29
497,0,1,1,0,1,1,0,1,1,0,0,6,33
498,1,0,1,0,0,1,1,1,0,1,0,4,33
499,1,1,1,0,1,0,0,1,0,1,0,2,25
500,0,0,1,1,1,1,1,1,1,0,0,5,40
501,0,0,1,1,1,1,1,1,1,0,0,5,40
502,0,1,0,0,0,1,1,1,0,1,0,2,30
503,0,0,0,1,1,1,1,1,0,0,0,5,30
504,1,1,1,1,1,0,1,0,0,1,1,8,37
505,0,1,0,1,0,1,1,1,1,1,0,2,41
506,1,1,1,0,1,1,1,1,1,1,0,7,49
507,1,0,1,0,0,1,1,1,0,1,0,7,36
508,0,1,1,0,1,1,1,0,0,1,0,2,29
509,0,1,1,0,0,1,0,1,0,0,0,5,20
510,1,1,0,1,1,1,1,1,1,1,0,2,45
511,0,1,1,0,1,0,1,1,1,0,0,5,33
512,0,1,0,1,0,1,1,1,1,0,0,4,34
513,0,1,0,1,0,1,1,0,0,1,0,3,27
514,1,1,1,1,1,1,0,0,1,0,0,3,26
515,0,1,0,1,1,1,1,1,1,0,0,4,38
516,1,0,0,1,1,0,0,1,1,1,0,6,37
517,1,1,1,1,1,1,0,0,0,1,0,3,27
518,1,1,1,0,1,1,1,1,0,0,0,4,29
519,1,1,0,1,1,0,1,1,1,0,0,6,35
520,1,1,1,0,1,1,0,0,1,1,0,3,32
521,1,1,1,1,1,0,1,0,1,0,0,2,26
522,1,1,1,1,1,0,1,1,1,0,0,2,33
523,1,1,0,0,1,1,0,0,1,1,0,4,31
524,1,1,1,1,1,0,1,1,0,1,0,4,36
525,1,1,1,0,0,0,0,0,0,1,0,4,16
526,1,1,1,1,1,1,0,1,0,0,0,4,26
527,0,1,1,0,1,1,0,1,1,0,0,4,31
528,1,0,0,0,1,0,1,1,1,1,0,5,39
529,1,1,1,0,1,1,0,1,1,1,0,5,41
530,1,1,1,1,1,0,1,1,1,0,0,7,38
531,1,1,1,0,1,0,1,0,1,1,0,3,33
532,1,1,1,0,1,1,1,1,1,0,0,5,38
533,1,1,1,0,1,1,0,0,1,1,0,3,32
534,0,1,1,1,0,1,1,1,1,0,0,2,34
535,1,0,1,0,1,1,1,1,0,1,0,7,40
536,0,1,0,1,1,1,0,1,1,0,0,2,30
537,0,1,1,1,1,1,1,1,1,1,0,5,50
538,0,1,1,1,1,1,0,0,1,1,0,5,37
539,0,1,1,1,0,1,1,1,1,1,0,2,43
540,1,0,0,1,1,1,1,1,1,0,0,3,36
541,1,1,0,1,1,1,1,1,1,1,0,5,48
542,0,1,0,1,0,1,0,1,1,0,0,4,28
543,1,1,1,1,1,1,1,0,1,0,0,3,32
544,1,1,0,0,0,1,0,1,1,1,0,5,35
545,1,0,1,1,1,1,1,0,1,1,0,5,42
546,1,0,1,0,1,1,1,1,0,1,0,4,37
547,1,1,1,1,0,1,1,1,0,0,0,7,31
548,1,1,0,1,0,0,0,1,0,1,0,6,26
549,1,0,0,1,1,0,1,1,1,0,1,3,35
550,1,1,1,1,1,1,1,0,1,0,0,2,31
551,1,1,0,1,1,1,1,1,0,1,0,4,39
552,0,0,1,1,0,1,1,0,0,1,0,2,27
553,1,1,0,1,1,1,0,0,1,0,0,2,23
554,1,1,1,1,0,1,1,1,0,0,0,3,27
555,1,1,1,1,1,0,1,0,1,1,0,4,37
556,1,0,1,1,1,1,1,0,1,1,0,6,43
557,1,0,1,0,1,1,0,0,0,0,0,7,18
558,1,0,1,1,0,0,0,1,0,1,0,6,27
559,1,1,1,1,0,1,1,0,1,1,0,7,41
560,1,1,1,0,0,1,1,1,1,1,0,2,40
561,0,1,1,1,1,0,0,1,1,1,0,3,37
562,1,0,1,1,0,0,1,1,1,0,0,5,31
563,1,1,0,1,1,0,1,0,1,1,0,3,34
564,1,1,1,0,0,1,1,1,0,1,0,6,36
565,0,0,1,1,1,1,0,1,1,0,0,4,33
566,1,1,1,1,1,1,1,1,1,1,0,2,47
567,1,1,0,0,0,1,1,0,0,1,1,5,30
568,1,1,1,1,0,0,1,1,0,1,0,7,35
569,1,1,1,1,1,1,1,1,1,1,0,6,51
570,1,0,1,0,1,0,1,1,1,1,0,3,39
571,0,1,1,1,0,1,0,1,1,1,0,4,39
572,0,0,1,0,1,1,1,1,0,1,0,4,37
573,1,0,1,1,0,1,0,1,1,1,0,4,38
574,1,1,1,0,1,1,1,1,0,0,0,5,30
575,1,1,1,0,1,0,0,1,0,0,0,2,16
576,1,1,1,1,1,1,1,0,1,1,0,3,41
577,1,1,1,1,0,1,1,1,1,1,0,4,45
578,1,1,1,1,1,0,0,1,1,1,0,4,38
579,1,0,1,1,1,1,1,0,1,1,0,7,44
580,0,1,1,1,1,1,0,1,1,1,0,8,47
581,0,0,1,1,1,1,1,0,0,1,0,4,33
582,0,0,1,1,1,1,1,1,1,0,0,2,37
583,1,0,0,0,0,0,0,1,1,0,1,7,26
584,1,1,1,0,1,1,1,0,1,1,0,3,38
585,1,1,1,0,1,0,1,1,1,1,0,4,41
586,1,0,1,1,0,1,0,0,1,1,0,4,31
587,1,0,1,0,0,1,1,0,1,1,0,4,34
588,0,1,1,1,0,0,1,0,1,0,0,3,23
589,1,1,1,1,0,0,1,1,1,1,0,4,40
590,1,1,0,1,0,1,1,1,0,1,0,5,36
591,0,1,1,0,0,1,0,1,1,1,0,4,36
592,1,1,0,1,0,1,1,1,1,0,0,5,35
593,0,1,1,1,1,1,1,1,1,1,0,5,50
594,1,1,1,1,1,1,0,0,1,1,1,7,43
595,1,1,0,0,1,0,1,1,1,1,0,2,37
596,1,1,1,1,0,1,1,1,1,0,0,4,36
597,1,1,0,0,1,1,1,1,1,1,0,5,45
598,1,1,1,1,1,1,1,1,1,1,0,2,47
599,0,1,0,1,1,1,1,0,1,0,0,3,30
600,0,1,0,1,0,1,1,1,1,0,0,4,34
601,0,1,1,1,0,0,1,0,1,1,0,6,35
602,1,1,1,1,0,1,1,1,1,0,0,4,36
603,1,0,1,0,1,1,1,1,0,1,1,7,44
604,0,1,1,0,0,1,1,0,1,1,0,5,36
605,1,1,1,1,1,0,1,1,1,0,0,3,34
606,1,1,1,1,0,1,0,1,0,1,0,3,30
607,1,0,1,0,1,1,1,1,1,1,0,3,44
608,1,1,1,1,1,0,1,1,1,1,0,5,45
609,1,1,0,1,0,1,1,1,1,0,0,5,35
610,1,0,1,1,0,0,1,1,0,0,1,2,24
611,0,1,0,0,1,0,1,1,1,1,0,4,39
612,1,1,1,1,0,1,1,1,1,1,1,4,49
613,1,1,1,0,1,1,1,1,1,1,0,7,49
614,1,1,1,1,0,1,1,1,1,1,0,4,45
615,0,1,0,1,0,1,0,1,0,1,0,4,29
616,0,1,1,1,1,1,1,1,1,1,0,4,49
617,1,1,0,1,1,0,0,1,1,1,0,6,38
618,0,1,1,1,1,1,0,0,1,0,0,4,27
619,0,1,1,0,0,1,1,1,0,1,0,3,33
620,1,1,1,0,0,1,1,1,1,1,0,7,45
621,1,1,1,1,1,1,1,0,0,1,1,4,38
622,0,0,1,1,1,1,0,1,0,1,0,4,34
623,1,1,0,1,1,1,0,1,0,1,0,3,32
624,1,0,1,1,1,1,0,1,1,0,1,5,38
625,1,1,1,0,0,0,1,1,0,0,1,5,25
626,1,1,1,0,1,1,1,0,1,1,0,4,39
627,1,1,1,1,1,1,1,1,1,0,0,5,41
628,1,0,0,1,1,0,1,1,0,1,1,6,39
629,0,0,0,1,1,1,0,1,1,1,0,3,39
630,1,1,0,1,1,0,1,1,1,1,0,7,45
631,1,1,1,1,1,1,1,1,1,1,0,3,48
632,1,1,0,1,1,1,1,1,0,1,0,4,39
633,1,0,1,1,1,1,1,0,1,1,0,7,44
634,1,1,1,0,1,0,0,1,1,0,0,3,25
635,0,0,1,1,1,1,0,1,0,0,0,5,26
636,1,0,1,1,1,1,1,1,1,1,0,8,52
637,1,1,1,0,0,1,0,1,0,1,0,3,27
638,1,0,0,1,1,0,1,0,1,0,0,3,24
639,0,1,1,1,1,0,1,0,0,1,0,4,29
640,0,0,1,0,0,0,1,0,1,1,0,3,28
641,1,1,1,1,0,0,1,1,1,1,0,4,40
642,1,1,1,0,1,1,1,1,1,1,0,7,49
643,1,1,1,1,0,1,1,1,1,0,0,4,36
644,1,1,1,1,1,1,1,1,1,1,0,2,47
645,1,0,1,1,0,0,1,0,1,1,0,2,30
646,0,1,0,1,0,0,1,0,1,0,0,6,24
647,0,0,0,1,1,1,1,1,0,0,0,5,30
648,1,0,1,1,1,0,0,1,1,1,0,7,40
649,0,0,1,1,0,1,0,1,0,1,0,5,31
650,1,0,0,1,1,1,1,1,1,0,0,3,36
651,1,1,1,1,1,0,1,1,1,1,0,5,45
652,0,1,0,1,1,0,1,1,1,1,0,4,42
653,1,1,1,0,1,0,1,1,1,1,0,4,41
654,1,1,1,1,0,0,0,1,1,1,0,6,36
655,1,1,1,1,0,1,0,0,0,1,0,4,24
656,1,0,1,1,1,0,1,0,1,1,0,3,35
657,0,1,1,0,1,0,1,0,0,1,0,4,26
658,0,0,1,0,1,1,1,1,1,1,0,2,43
659,0,0,1,1,1,1,1,1,1,1,0,3,47
660,1,1,0,0,1,1,1,0,1,0,0,8,32
661,1,1,1,1,1,1,1,0,1,1,0,7,45
662,1,1,1,1,1,1,1,1,1,1,1,3,52
663,0,0,0,1,1,1,1,1,1,1,0,3,45
664,1,1,1,1,0,1,1,1,0,1,0,4,37
665,1,0,1,1,0,0,1,1,1,0,0,3,29
666,0,1,0,1,1,1,0,1,1,1,0,4,41
667,1,1,1,1,0,1,1,0,1,0,0,2,27
668,1,1,1,1,0,1,0,1,1,0,0,4,30
669,1,0,1,1,1,1,1,1,0,1,0,2,38
670,1,1,0,1,1,1,1,1,1,1,0,4,47
671,1,1,0,0,0,0,1,0,0,0,0,4,11
672,0,0,1,1,1,1,1,0,1,0,0,3,31
673,1,1,1,1,0,0,1,1,0,1,0,4,32
674,0,1,1,0,1,0,1,1,1,1,0,4,41
675,1,0,1,0,1,1,1,0,1,1,0,5,39
676,1,1,1,1,1,1,1,1,1,1,0,4,49
677,1,1,1,0,0,1,1,0,1,0,0,4,26
678,1,0,1,1,1,1,0,1,1,1,0,4,42
679,0,1,1,1,1,1,0,1,1,0,0,5,35
680,0,1,1,1,1,0,1,1,0,1,0,6,38
681,1,1,1,1,1,1,1,1,1,0,0,4,40
682,0,1,0,1,0,1,1,1,1,1,0,4,43
683,1,1,0,1,1,0,1,0,0,1,0,3,26
684,1,0,1,1,0,1,1,1,1,1,0,3,43
685,1,0,1,1,1,0,0,1,1,1,0,3,36
686,1,1,1,0,1,1,0,1,1,0,0,7,34
687,1,0,0,1,0,0,1,1,1,1,1,6,43
688,1,1,1,1,0,1,1,1,0,1,0,3,36
689,1,1,1,0,1,1,0,1,1,1,0,6,42
690,1,1,0,0,1,1,1,0,0,1,0,5,30
691,0,1,1,0,1,1,1,1,1,0,0,2,35
692,0,1,1,0,1,1,1,1,1,1,0,8,50
693,0,0,1,1,1,1,1,1,1,1,0,5,49
694,1,1,0,0,1,1,1,1,0,1,0,2,34
695,0,1,0,0,1,0,1,1,1,1,0,4,39
696,1,1,0,1,1,1,1,1,0,1,0,4,39
697,0,1,1,0,1,1,1,1,1,1,0,4,46
698,1,1,1,1,1,1,0,0,0,1,0,3,27
699,0,1,0,1,0,1,1,0,1,1,0,3,35
700,0,1,1,1,0,1,1,1,1,0,0,7,39
701,0,1,0,1,1,1,1,1,1,1,0,3,46
702,0,1,1,0,1,0,1,1,0,1,0,4,33
703,1,0,1,1,1,1,0,1,1,0,0,3,32
704,1,1,1,1,1,1,1,0,0,1,0,4,34
705,0,1,1,1,1,1,0,0,0,1,0,4,28
706,1,1,1,1,1,1,1,1,1,1,0,3,48
707,1,0,0,0,1,1,0,1,1,0,0,2,26
708,1,1,1,0,1,0,1,1,0,1,0,7,36
709,1,0,1,1,1,1,1,0,0,1,0,4,33
710,1,1,1,0,0,1,1,0,1,1,0,2,33
711,0,1,1,1,1,1,0,1,1,0,0,7,37
712,1,0,0,0,1,0,1,0,0,1,1,4,27
713,1,1,1,0,0,1,0,1,1,1,0,5,37
714,1,1,1,1,0,1,1,1,1,1,0,3,44
715,1,0,0,1,1,1,1,1,1,1,0,7,49
716,0,1,1,1,1,1,0,1,1,1,0,6,45
717,1,1,0,0,1,1,1,1,1,1,0,7,47
718,1,1,1,1,1,1,0,1,0,1,0,5,36
719,1,1,1,1,0,0,0,1,1,1,1,7,41
720,1,0,1,0,0,1,1,1,0,0,0,4,24
721,1,1,0,0,0,1,1,1,1,1,0,2,38
722,1,1,1,1,0,0,1,1,1,1,0,3,39
723,0,0,1,1,1,1,1,1,1,1,0,5,49
724,1,1,0,1,0,1,1,0,1,1,0,5,37
725,0,1,0,1,1,1,1,1,1,0,0,5,39
726,1,0,1,0,0,1,1,1,1,1,0,2,39
727,1,0,0,0,1,1,0,1,1,1,0,3,36
728,1,0,1,0,1,1,1,1,1,0,0,7,39
729,1,1,1,0,1,1,1,1,1,0,0,6,39
730,1,1,1,0,1,1,1,0,0,1,0,2,29
731,1,1,1,1,1,1,0,1,1,0,0,3,33
732,1,0,1,1,1,1,1,1,1,1,0,4,48
733,1,0,1,0,1,1,1,0,1,0,1,4,33
734,0,0,1,1,1,1,0,1,1,1,0,5,43
735,1,1,1,0,0,1,1,1,0,1,0,4,34
736,1,0,0,1,0,1,0,1,1,1,0,4,36
737,1,1,1,1,0,1,1,0,0,1,0,5,31
738,1,0,0,1,1,0,1,1,0,0,0,6,26
739,0,1,1,0,1,1,0,1,1,1,0,2,38
740,1,1,1,1,1,1,1,1,1,0,1,3,43
741,1,0,1,1,1,0,1,0,1,0,0,3,26
742,0,0,1,1,0,1,1,1,1,0,0,4,35
743,1,0,1,1,1,1,1,1,1,1,0,2,46
744,0,1,1,0,0,1,1,0,0,0,0,2,16
745,1,1,1,0,1,0,0,1,0,0,0,5,19
746,1,1,0,1,1,1,1,1,0,1,0,2,37
747,1,1,1,0,1,1,1,1,1,1,0,2,44
748,1,1,0,1,1,0,1,1,1,1,0,4,42
749,0,1,0,1,0,1,1,1,1,1,0,2,41
750,1,1,1,0,0,0,1,1,0,1,0,4,29
751,1,1,1,1,1,1,0,0,1,1,0,8,40
752,1,1,0,1,1,1,1,1,1,1,0,5,48
753,0,0,1,0,1,1,0,0,0,1,0,3,23
754,0,1,1,1,0,1,0,1,1,1,0,6,41
755,1,1,1,1,1,1,1,1,0,1,0,7,44
756,1,1,1,1,1,1,1,1,1,1,0,3,48
757,1,1,1,0,1,1,0,1,1,1,0,2,38
758,0,1,1,1,1,1,1,1,1,0,0,7,43
759,0,1,1,0,1,1,1,1,0,1,0,3,37
760,0,1,0,1,1,1,1,1,1,0,0,5,39
761,0,1,1,1,0,1,1,1,1,1,0,3,44
762,1,1,1,0,0,1,1,1,1,1,0,4,42
763,1,1,1,0,1,0,1,0,0,1,0,2,24
764,1,1,1,1,1,1,0,1,1,1,0,6,45
765,1,1,1,1,0,0,1,0,1,1,0,4,33
766,0,1,1,0,1,1,1,1,1,1,0,3,45
767,1,1,1,1,1,1,0,1,0,1,0,3,34
768,1,0,1,1,1,1,1,1,1,0,0,5,40
769,1,0,1,1,1,1,0,0,0,0,0,4,18
770,1,0,1,0,0,0,1,1,1,1,0,2,34
771,1,0,0,0,1,1,1,0,1,1,0,5,37
772,1,1,1,1,1,1,1,1,0,1,0,4,41
773,0,1,1,1,1,0,1,1,0,1,0,2,34
774,1,0,1,1,1,1,1,1,1,1,0,4,48
775,0,1,1,0,1,1,1,1,1,1,0,2,44
776,1,1,0,1,1,0,0,1,1,1,1,4,40
777,1,1,1,1,0,0,1,1,1,1,0,2,38
778,1,1,1,1,1,0,1,1,0,1,0,4,36
779,1,0,1,1,1,1,1,1,1,0,0,4,39
780,0,1,1,1,0,1,0,1,0,0,0,4,22
781,0,0,1,1,1,0,1,1,1,1,0,4,43
782,1,0,0,0,1,1,1,1,1,0,0,2,32
783,1,1,1,1,0,1,0,1,1,1,0,2,37
784,1,1,1,1,0,1,0,0,0,1,0,3,23
785,1,0,1,1,1,1,1,1,0,1,0,8,44
786,1,1,0,1,0,1,1,1,0,1,0,3,34
787,0,1,1,0,1,1,1,1,1,0,0,7,40
788,1,0,1,0,0,1,1,0,0,0,0,4,17
789,1,1,1,1,1,1,1,1,1,1,1,5,54
790,1,1,0,1,1,1,1,1,1,1,0,4,47
791,1,1,1,0,1,1,1,0,0,1,0,3,30
792,1,1,1,1,1,0,1,1,1,0,0,2,33
793,0,1,1,1,1,1,1,1,1,1,0,6,51
794,1,1,0,1,1,1,1,1,0,1,0,3,38
795,1,0,0,0,0,0,0,1,1,0,1,4,23
796,1,1,0,1,0,0,1,1,1,1,0,4,38
797,1,1,0,0,1,1,1,1,1,0,1,2,37
798,1,0,1,0,1,1,1,1,1,1,0,5,46
799,1,1,0,0,0,1,1,1,0,1,0,8,36
800,0,1,1,1,1,1,1,1,1,0,0,5,41
801,1,1,1,1,1,1,1,0,1,1,0,4,42
802,1,1,0,1,1,1,0,1,1,1,1,4,45
803,1,1,0,1,0,1,1,1,1,1,0,4,43
804,0,1,1,0,1,0,1,1,1,1,0,5,42
805,1,1,1,1,1,0,1,1,1,1,1,4,48
806,0,1,1,1,0,1,0,1,1,0,0,8,34
807,1,0,1,1,1,1,0,1,1,1,0,4,42
808,1,1,1,1,0,1,1,0,1,1,0,3,37
809,0,1,1,1,0,0,1,0,1,0,0,2,22
810,0,1,1,1,1,0,1,0,1,1,0,3,36
811,1,1,0,1,1,1,1,0,1,0,0,3,30
812,1,1,1,1,1,1,0,1,1,1,0,5,44
813,1,1,0,0,0,1,1,1,0,0,0,4,23
814,0,1,1,1,1,1,1,0,0,1,0,4,34
815,1,1,1,1,1,1,1,1,0,1,1,2,43
816,1,0,0,1,1,1,1,0,0,0,0,4,22
817,1,1,1,1,0,1,1,0,1,1,0,4,38
818,1,1,1,0,1,1,0,1,0,1,0,5,33
819,1,1,1,1,0,0,1,1,1,0,0,8,35
820,1,0,1,0,0,1,1,1,1,0,0,2,30
821,0,1,1,1,1,1,1,0,1,0,0,6,35
822,0,1,1,1,1,1,1,1,0,0,0,7,35
823,0,1,0,1,0,1,1,1,1,1,0,3,42
824,1,0,1,1,0,0,1,0,1,1,0,8,36
825,1,0,1,1,1,1,0,1,0,1,0,5,35
826,0,1,1,1,1,1,1,1,1,1,0,3,48
827,1,0,1,1,1,1,1,1,1,1,0,4,48
828,1,1,1,1,1,1,1,1,1,1,0,4,49
829,0,0,1,1,1,1,1,1,0,0,0,3,30
830,0,1,1,1,0,1,1,1,1,1,0,4,45
831,0,0,1,1,0,1,1,1,1,1,0,6,46
832,0,1,0,1,1,1,1,1,1,0,0,3,37
833,1,1,1,1,1,1,1,0,1,1,1,2,44
834,0,1,1,0,1,1,1,1,1,1,0,3,45
835,1,0,1,1,1,1,1,1,0,0,0,3,30
836,1,1,0,1,1,0,1,0,1,0,0,5,27
837,1,1,1,1,1,1,0,1,0,0,0,5,27
838,1,1,1,1,1,1,1,0,1,0,0,5,34
839,1,1,0,1,1,1,1,1,0,1,0,4,39
840,1,1,1,1,0,1,1,1,1,1,0,5,46
841,1,0,1,0,1,1,0,1,1,1,0,5,40
842,0,1,1,0,1,0,1,0,1,0,0,3,24
843,1,0,1,1,0,0,1,0,1,1,0,5,33
844,1,0,1,1,0,1,1,1,1,1,0,4,44
845,1,1,1,1,1,1,1,1,1,1,0,5,50
846,1,0,1,1,0,0,1,0,1,1,0,7,35
847,1,1,1,1,0,1,1,0,1,1,0,7,41
848,1,0,0,1,1,1,1,1,1,1,0,4,46
849,0,1,1,1,0,0,1,1,1,0,0,5,32
850,1,1,0,1,1,1,1,0,0,0,0,2,21
851,0,1,1,1,1,1,0,1,1,1,0,3,42
852,1,1,0,1,1,1,1,0,0,1,0,4,32
853,0,0,1,0,1,1,0,1,1,1,0,4,39
854,0,1,1,0,1,1,1,1,0,1,0,2,36
855,0,1,0,1,1,1,0,1,1,1,0,4,41
856,1,0,0,1,1,1,0,1,1,1,0,4,40
857,1,1,0,1,1,0,0,1,1,1,0,6,38
858,1,1,1,1,1,1,0,1,1,0,1,2,36
859,1,0,1,1,1,0,0,0,1,0,0,5,22
860,0,0,1,1,1,1,1,1,1,1,0,6,50
861,0,1,0,1,1,0,1,0,1,1,0,5,36
862,1,1,1,0,0,0,1,1,0,1,1,2,31
863,1,1,1,1,1,0,0,0,1,1,0,6,33
864,1,0,0,1,0,1,1,0,1,0,0,2,24
865,1,1,0,1,0,1,1,1,0,1,0,5,36
866,1,1,1,0,1,0,1,1,0,0,0,4,24
867,1,1,1,1,1,1,1,1,0,1,0,4,41
868,1,1,1,1,1,1,1,1,1,1,0,6,51
869,1,1,0,1,1,1,1,1,1,0,0,3,37
870,1,0,1,0,0,1,0,1,1,1,0,8,39
871,1,1,0,0,1,0,1,0,1,1,0,6,34
872,1,1,1,1,1,1,0,0,1,1,0,4,36
873,1,1,0,1,1,0,0,1,0,1,0,8,32
874,0,1,0,1,1,1,1,1,1,1,0,8,51
875,1,1,1,0,1,1,1,0,0,0,0,4,22
876,1,0,0,0,1,1,1,0,1,1,0,5,37
877,0,0,1,1,1,1,1,1,1,1,0,5,49
878,1,1,1,1,1,1,1,1,0,0,0,8,36
879,0,1,1,1,1,1,1,0,0,0,0,3,24
880,1,1,1,1,1,1,1,0,1,1,0,5,43
881,0,0,0,1,1,1,1,1,1,1,0,2,44
882,1,0,1,1,1,0,1,1,0,1,0,3,34
883,1,1,1,1,1,1,1,1,1,1,1,4,53
884,1,1,1,0,1,1,0,1,1,1,0,4,40
885,0,1,1,1,0,1,1,1,1,1,0,3,44
886,1,1,1,1,1,0,1,1,0,1,0,3,35
887,0,1,1,1,0,0,1,1,1,1,0,2,38
888,1,0,1,0,0,1,1,1,1,1,0,3,40
889,0,1,0,1,0,1,1,0,1,1,0,3,35
890,0,1,1,1,1,1,1,1,1,1,0,6,51
891,1,1,1,1,1,1,1,0,1,1,1,4,46
892,1,1,1,1,0,1,1,1,0,1,1,4,41
893,0,1,1,1,1,1,1,1,1,1,0,6,51
894,0,1,0,1,0,1,1,1,1,0,0,2,32
895,1,1,0,1,0,0,1,1,1,1,0,5,39
896,0,1,0,0,1,1,1,0,1,1,0,8,41
897,1,1,1,0,0,0,1,1,1,0,1,4,32
898,1,1,1,1,1,1,1,1,0,1,0,4,41
899,1,1,1,1,1,0,1,1,1,0,0,4,35
900,1,1,0,0,1,1,1,0,1,0,0,2,26
901,0,1,1,1,1,1,1,1,1,1,0,5,50
902,1,1,0,1,1,0,1,0,0,0,0,3,17
903,1,1,0,1,1,1,1,1,1,1,0,6,49
904,1,1,1,1,1,1,0,1,0,0,0,4,26
905,1,0,1,1,1,1,1,1,1,1,0,2,46
906,1,1,1,1,1,1,1,0,0,0,0,3,24
907,0,1,1,1,0,1,1,1,0,1,0,5,38
908,1,0,0,1,1,1,0,1,1,0,0,4,31
909,1,0,0,1,1,1,1,1,1,1,0,4,46
910,1,0,0,1,1,1,1,1,1,0,0,3,36
911,1,1,1,1,1,1,1,1,0,1,0,5,42
912,1,1,1,1,1,0,1,1,1,0,0,6,37
913,1,1,1,1,1,0,1,1,1,0,1,5,40
914,1,1,1,1,0,1,0,1,0,1,0,6,33
915,1,0,1,1,0,1,0,0,1,1,1,4,35
916,1,1,1,1,1,1,1,1,1,1,0,7,52
917,1,1,1,1,0,0,1,0,0,1,0,4,25
918,1,1,1,0,1,0,0,1,1,1,1,4,39
919,1,0,0,0,1,1,1,1,0,1,0,3,34
920,1,0,1,0,0,1,1,1,1,0,0,3,31
921,1,1,0,1,1,1,1,0,0,1,0,2,30
922,1,0,1,1,1,1,1,0,1,1,0,4,41
923,1,0,1,1,1,0,1,0,0,1,0,6,30
924,0,1,1,0,1,1,1,1,0,1,0,3,37
925,0,1,1,1,1,0,1,0,0,1,0,3,28
926,1,1,1,1,1,0,1,1,0,1,0,6,38
927,1,1,1,1,1,1,0,1,1,1,1,4,47
928,1,0,1,1,1,1,0,0,1,0,0,3,25
929,1,0,0,1,0,1,1,1,1,1,0,3,41
930,0,0,1,1,1,1,1,0,1,1,0,4,41
931,0,1,1,1,1,1,1,1,0,0,0,2,30
932,1,1,1,1,1,1,0,1,1,1,0,2,41
933,1,1,1,1,0,0,1,0,0,0,1,6,22
934,1,1,1,1,0,0,1,1,0,1,0,2,30
935,1,0,1,0,1,1,1,1,0,0,0,3,27
936,1,1,1,0,0,0,1,1,1,1,0,3,36
937,0,1,0,0,1,1,1,1,0,1,0,4,36
938,1,1,1,1,0,0,1,1,1,1,0,6,42
939,1,0,1,1,1,1,1,1,1,1,0,8,52
940,1,1,1,1,1,1,1,1,0,1,0,5,42
941,0,0,0,0,0,1,0,1,1,1,0,4,33
942,0,1,1,0,1,1,1,0,0,0,0,3,21
943,1,1,1,1,1,1,1,1,1,1,0,6,51
944,1,1,1,1,1,1,1,1,1,1,0,4,49
945,1,0,1,1,0,0,1,1,1,1,0,7,42
946,1,1,0,0,1,1,1,0,1,0,0,5,29
947,0,1,1,1,1,1,1,1,1,1,0,6,51
948,1,1,0,1,1,0,1,1,0,1,0,6,36
949,1,0,1,1,0,1,1,1,0,0,1,5,32
950,0,1,0,0,1,1,0,0,0,1,0,6,25
951,1,0,1,1,1,1,1,1,1,0,0,3,38
952,1,1,1,0,1,0,1,0,1,1,0,6,36
953,1,1,1,1,1,0,1,0,0,1,0,3,28
954,1,1,0,1,0,1,0,1,1,0,0,5,29
955,0,1,1,1,0,0,1,1,1,1,0,4,40
956,1,0,1,1,1,1,1,1,1,1,0,5,49
957,0,0,1,0,1,0,1,0,1,0,0,4,24
958,1,1,1,1,1,0,1,1,1,1,0,8,48
959,0,1,1,1,0,1,1,1,1,1,0,5,46
960,0,0,1,0,0,1,1,1,1,1,0,4,41
961,1,0,1,0,1,1,1,1,1,0,0,6,38
962,0,1,1,1,1,0,1,1,1,0,0,5,36
963,1,1,0,1,1,1,0,1,1,1,0,2,39
964,1,1,1,1,1,1,1,1,0,1,1,2,43
965,1,1,1,0,1,1,1,1,0,0,0,5,30
966,1,1,0,1,1,1,1,0,1,1,0,5,41
967,1,1,1,0,0,1,1,1,1,1,0,5,43
968,0,1,1,0,1,1,1,1,0,0,0,5,30
969,1,1,0,0,1,1,0,1,0,1,1,4,34
970,0,1,0,1,1,1,1,1,0,1,0,3,38
971,1,0,1,1,0,1,1,0,0,0,0,6,22
972,0,1,1,1,1,1,1,1,1,1,0,5,50
973,1,1,1,1,0,1,1,1,1,1,0,2,43
974,0,1,1,1,1,1,1,1,1,0,0,4,40
975,1,1,1,1,0,1,1,0,1,1,1,3,41
976,1,1,0,1,1,1,1,1,1,1,0,4,47
977,1,0,1,1,1,1,0,1,0,1,0,3,33
978,1,1,1,1,1,1,1,0,1,1,0,4,42
979,1,1,1,1,1,0,1,1,1,0,0,4,35
980,1,1,1,1,1,0,1,1,0,1,0,4,36
981,1,1,1,1,1,1,1,1,0,1,0,5,42
982,1,0,1,1,1,1,1,1,1,1,1,3,51
983,1,1,1,1,1,1,0,0,1,1,0,2,34
984,0,1,1,1,1,1,0,0,1,1,0,5,37
985,0,1,0,0,0,1,1,1,0,0,0,3,22
986,1,0,1,0,1,1,1,1,1,0,0,7,39
987,1,0,0,0,1,1,1,1,0,1,0,4,35
988,1,0,1,1,1,1,1,0,0,1,0,2,31
989,1,0,0,1,1,1,1,0,1,1,1,2,41
990,0,0,1,1,0,0,1,1,0,1,0,5,32
