family_id,choice_0,choice_1,choice_2,choice_3,choice_4,choice_5,choice_6,choice_7,choice_8,choice_9,n_people,difficulty,esperance
1025,71,10,46,18,12,5,47,27,54,23,6,35,51.83516640479932
1026,18,16,49,53,39,40,82,29,33,26,2,37,43.36904251773556
1027,54,39,95,74,70,81,24,22,73,33,3,37,46.9915250202352
1028,13,45,1,21,88,73,89,87,67,17,4,46,59.2479169642432
1029,41,12,32,40,61,3,67,89,95,33,5,50,68.41951149835738
1030,59,83,66,46,13,50,12,14,5,73,4,32,45.826215302575825
1031,94,30,52,9,17,26,3,32,66,5,5,46,70.9703375708232
1032,5,73,82,67,33,39,1,31,19,46,3,48,59.75565395419702
1033,52,1,46,32,88,82,39,5,72,40,3,40,47.33095272103985
1034,17,58,73,1,81,67,26,11,4,25,6,50,83.29886206732371
1035,40,1,2,18,17,14,12,42,83,77,4,18,31.455315907251347
1036,25,7,94,34,4,36,5,1,30,53,5,33,76.3229062514879
1037,66,45,53,23,88,82,67,86,56,3,2,29,31.992762938627813
1038,94,40,29,58,12,9,35,18,90,47,4,25,44.46821882588202
1039,66,88,11,47,33,73,25,22,32,2,4,33,41.630148074084644
1040,23,4,59,2,33,12,91,73,36,47,4,32,45.3296195781555
1041,96,94,5,95,89,11,13,80,55,31,4,35,49.71861162691044
1042,15,24,81,89,39,19,18,35,6,1,6,36,106.96005332571536
1043,16,1,23,21,61,19,25,80,4,48,4,35,44.57534637908871
1044,68,35,61,47,11,32,19,96,94,27,5,40,44.80693234299863
1045,73,20,53,39,60,96,59,87,34,33,4,40,53.892015426367664
1046,54,13,39,11,40,94,63,50,96,7,2,24,27.896967099938102
1047,15,9,1,18,87,19,27,31,82,23,4,33,43.41313145741084
1048,17,72,74,34,19,2,26,43,10,30,3,23,32.743608055992
1049,31,3,25,67,14,55,19,7,18,23,3,23,34.93058134552207
1050,81,74,78,80,10,59,90,32,26,60,4,41,49.81174117983146
1051,59,3,61,12,41,14,17,96,87,32,4,40,47.39027757939342
1052,1,33,9,10,7,67,53,74,75,3,5,48,56.79712422034948
1053,33,95,84,28,73,1,36,25,10,40,4,38,64.28015045469695
1054,31,9,87,60,65,98,86,55,19,81,4,26,34.138837308955864
1055,81,46,15,2,19,17,62,10,18,66,3,37,51.536399561967336
1056,27,10,55,87,13,64,33,62,3,57,3,21,30.519021092224918
1057,17,72,56,71,68,34,42,25,31,38,5,33,50.580155215921536
1058,40,79,10,45,19,89,98,100,17,27,4,26,34.642193972289675
1059,1,40,75,38,14,68,60,11,43,39,2,39,39.70137599390563
1060,23,66,82,39,16,1,67,90,73,41,5,30,50.504927867447506
1061,65,2,94,21,25,3,5,68,19,39,4,45,59.245250678474505
1062,24,99,39,75,1,55,25,36,60,58,5,28,48.5797267057087
1063,25,1,87,56,82,98,70,52,95,88,2,33,33.60910346141027
1064,75,11,68,23,60,61,1,95,5,27,5,38,55.700138075513024
1065,1,88,68,77,59,19,36,24,80,3,3,43,42.93029567204685
1066,2,54,17,59,95,94,31,10,27,16,2,30,34.41613102890063
1067,75,52,59,39,3,70,58,24,11,67,5,39,57.325620149502456
1068,3,31,5,11,33,25,80,89,24,61,5,50,64.53935152121124
1069,25,31,98,21,6,12,8,80,29,54,4,26,49.097176593819924
1070,49,61,94,51,32,43,11,14,33,19,6,36,75.5795838689711
1071,94,66,88,75,25,20,43,77,89,81,4,31,38.93996095795839
1072,59,32,88,9,82,26,87,78,69,68,5,32,39.61886397181355
1073,32,31,81,29,20,75,52,1,37,17,4,34,66.89749083464267
1074,54,11,86,95,94,73,38,89,4,46,7,50,72.60743703280482
1075,1,52,8,67,38,18,2,79,59,25,4,38,50.91129838594487
1076,26,27,52,25,75,81,66,32,12,47,4,48,56.09570061419797
1077,14,24,88,7,12,46,8,21,16,4,4,25,46.7152311574537
1078,54,59,19,28,32,50,42,34,92,37,6,13,23.832309670047135
1079,59,61,95,1,18,53,80,100,46,15,2,31,41.49769080607531
1080,18,61,11,95,58,13,72,56,39,43,3,17,23.891586916154836
1081,25,68,13,10,20,33,15,73,32,67,8,41,72.233014331286
1082,1,80,33,76,53,85,45,73,67,11,3,44,45.474503642336806
1083,96,47,50,60,57,54,46,15,28,99,2,17,21.46674284626006
1084,89,60,62,21,74,33,20,39,34,52,6,32,61.343427129457694
1085,31,75,24,68,21,40,12,6,71,96,2,28,31.049373898966813
1086,20,1,59,37,46,98,74,73,38,14,5,33,41.81831166976147
1087,22,40,1,88,32,31,53,59,48,74,5,42,57.991715469218676
1088,88,21,19,62,29,92,65,73,83,1,5,23,82.66461934009428
1089,60,46,81,57,42,87,11,1,94,82,3,41,53.58548778745893
1090,91,60,26,1,48,98,70,96,32,28,7,28,56.4541256011046
1091,56,10,15,67,82,66,3,73,61,33,4,47,58.87063752797219
1092,33,11,59,1,88,26,46,62,73,39,5,43,64.85954387468456
1093,67,52,48,80,82,1,60,40,32,29,4,38,53.19840022853878
1094,19,38,1,53,90,62,4,54,60,11,6,42,72.4172737228015
1095,19,17,1,46,20,36,73,27,12,94,7,36,68.25977241346475
1096,26,1,14,20,7,96,18,11,38,81,4,40,50.59172499166786
1097,55,54,5,58,17,1,25,59,75,66,7,49,88.08275008332143
1098,16,51,40,15,100,32,60,59,25,2,2,30,34.124172737228015
1099,59,5,60,81,1,34,54,52,45,66,8,48,90.0351378374518
1100,67,47,4,18,24,13,5,33,73,35,4,35,41.6234823596629
1101,68,75,32,46,1,26,43,17,21,39,2,33,50.34280817026139
1102,12,89,4,62,5,81,53,38,56,50,3,28,30.805503975622532
1103,74,28,1,15,30,17,24,62,96,93,4,25,35.551206970432794
1104,3,10,25,22,31,52,81,5,89,33,5,47,67.69866209589107
1105,45,33,2,20,59,18,47,28,43,68,4,29,40.618102175879635
1106,3,8,62,93,22,94,58,26,10,41,4,24,41.59967623672809
1107,75,10,61,11,42,55,51,47,67,17,4,34,50.635337808884444
1108,25,4,47,89,53,19,75,45,39,29,6,42,53.94686473360948
1109,5,47,22,81,1,17,95,18,11,67,6,49,78.65085940103795
1110,1,12,39,46,90,7,48,82,94,4,8,42,70.37423225253536
1111,100,49,14,12,74,46,76,41,95,3,2,31,33.4845498262153
1112,67,39,8,13,17,41,33,9,11,53,5,33,64.27915059753369
1113,18,62,10,1,11,31,38,17,43,25,5,41,69.652668666381
1114,11,7,38,40,26,35,52,58,19,67,4,36,50.64752654382708
1115,31,96,7,15,74,52,97,1,46,26,5,39,81.02342522496787
1116,74,26,68,54,91,61,52,23,1,43,4,29,45.50759415321621
1117,1,7,16,10,34,3,36,15,46,59,4,33,48.57058515450174
1118,73,39,74,54,19,82,35,17,11,1,4,43,88.41336951864018
1119,34,14,61,10,73,68,11,54,33,8,4,39,47.058515450173786
1120,33,39,15,37,68,52,88,67,82,32,8,48,66.31376470028091
1121,94,97,87,39,25,64,40,26,35,49,2,24,27.324858353568537
1122,64,45,25,48,13,19,54,87,1,71,6,35,55.485406846640956
1123,26,40,61,51,12,36,7,56,1,9,4,19,49.19401990191878
1124,96,33,40,17,53,54,32,84,2,3,3,33,40.159120125696326
1125,26,39,23,67,24,89,18,87,13,95,2,37,41.60367566538114
1126,21,52,1,80,31,5,75,82,95,6,4,40,47.27486549540542
1127,68,16,71,95,18,88,25,39,61,53,2,44,46.953863733752314
1128,14,95,4,16,26,81,76,97,54,12,4,33,45.47826500976051
1129,1,32,80,19,96,79,28,22,59,5,4,35,52.93081940675142
1130,12,33,24,47,20,1,17,77,22,31,3,29,52.53506641908299
1131,24,73,12,66,95,2,38,6,68,53,7,40,75.32252535352092
1132,46,28,74,10,32,45,33,1,59,87,3,47,58.84416511926867
1133,3,89,52,45,1,18,14,41,34,29,2,17,34.40051421225539
1134,59,32,3,87,31,52,67,26,50,39,2,39,43.63671856401467
1135,67,17,100,44,54,33,46,45,80,89,5,45,52.772461076989
1136,32,4,45,11,17,97,5,8,7,19,7,32,83.85130695614913
1137,3,80,95,42,52,76,10,67,56,39,8,37,70.78550683235729
1138,10,1,74,94,16,45,17,52,30,46,3,36,47.20420892253487
1139,42,73,68,74,50,90,19,20,48,67,6,27,50.134171308860644
1140,52,1,11,36,4,38,14,94,39,20,4,31,45.404561253154306
1141,87,9,25,2,18,71,95,54,27,96,5,33,48.82802456791887
1142,3,40,68,88,1,95,28,32,39,82,4,43,55.006522877684134
1143,87,10,60,59,17,4,12,94,21,52,4,41,58.69523401418845
1144,3,5,61,15,23,68,10,24,4,58,4,33,46.63438556396705
1145,53,18,55,96,43,32,29,75,61,50,5,29,34.57577488930153
1146,81,27,29,38,10,25,60,77,5,11,6,41,64.54458886825691
1147,47,62,4,18,55,10,68,1,25,17,6,46,89.52844831690712
1148,26,41,35,53,19,54,65,73,51,47,2,30,33.32085892491549
1149,59,12,74,3,31,17,1,94,47,23,3,39,53.269294862638674
1150,23,53,2,19,1,3,38,97,11,60,4,40,60.329952863876585
1151,25,45,14,48,73,1,90,12,80,19,2,36,52.19987620816074
1152,19,1,76,29,64,45,12,18,67,40,6,42,68.16835690139504
1153,17,75,66,77,38,11,10,31,32,25,5,47,67.23468075989145
1154,88,99,1,56,31,55,73,32,46,49,6,33,52.323382373946586
1155,75,48,1,95,2,52,32,10,67,27,2,33,37.524163214778845
1156,96,73,8,1,26,14,11,95,4,80,2,40,49.29238680188544
1157,15,49,1,40,94,31,29,4,41,26,3,33,51.962243489025376
1158,39,59,1,92,13,31,11,4,52,3,8,46,78.97766985668714
1159,17,12,26,95,66,34,80,19,18,56,4,35,41.458363090987
1160,96,31,52,76,1,15,7,80,11,87,2,33,42.58467837927915
1161,60,67,33,4,81,23,59,89,21,56,5,28,40.905346855211164
1162,17,65,28,94,90,40,95,1,34,26,5,35,72.72961005570633
1163,18,1,52,53,61,99,41,31,73,87,5,39,47.13802790077608
1164,46,44,18,32,1,54,2,38,25,47,5,43,68.68423558539256
1165,79,94,32,5,50,1,26,75,20,73,3,36,49.47716992810551
1166,36,57,82,49,28,1,46,31,39,80,5,42,63.691377422273014
1167,61,1,25,83,17,3,32,16,31,4,5,40,62.96505261153169
1168,17,1,66,74,54,52,88,12,90,10,5,42,51.932581059848594
1169,1,25,47,32,40,4,80,7,11,67,4,46,53.1201256963291
1170,16,10,30,45,31,57,37,86,39,46,3,28,37.96024377469885
1171,80,1,55,32,54,57,24,78,45,27,6,28,43.659286768556875
1172,2,66,75,17,1,68,3,28,95,76,5,34,47.28062657715564
1173,88,1,55,37,67,16,19,83,4,38,5,33,54.82312050659429
1174,40,45,10,94,82,12,24,25,44,1,4,41,87.64538399276293
1175,60,34,10,4,26,3,94,81,32,37,5,40,41.76331952578203
1176,54,26,1,12,100,66,16,33,24,53,8,43,89.71337427986478
1177,52,89,13,80,51,61,84,1,7,66,2,27,48.12426796171975
1178,32,40,10,66,38,74,2,1,97,6,4,26,50.02561538827786
1179,69,67,47,14,96,10,82,26,52,40,3,45,48.889634814074185
1180,11,75,95,5,66,94,96,12,47,37,4,40,38.69409132028758
1181,56,47,75,24,1,20,87,68,25,30,5,36,49.13036232919107
1182,11,16,18,89,80,1,47,10,45,46,3,47,60.07108508308337
1183,66,3,82,40,49,51,90,24,6,36,3,16,26.08636861400752
1184,82,1,95,40,92,96,93,47,89,38,3,38,43.26910441365519
1185,52,89,33,47,1,60,96,8,39,67,4,42,60.22301575965338
1186,2,82,67,33,74,19,10,52,45,25,7,52,84.05603961338858
1187,75,39,11,13,28,19,32,69,25,87,4,35,42.15940579917155
1188,4,17,82,5,51,80,73,33,1,54,6,47,82.96624291767841
1189,94,89,32,54,14,33,66,74,61,3,8,49,70.90358520211399
1190,4,49,26,52,11,59,97,54,25,80,7,45,67.56425272580108
1191,75,5,43,25,74,19,1,39,6,66,5,40,71.69666238156454
1192,7,91,71,38,33,31,1,60,74,54,8,50,93.13136218635432
1193,4,11,48,76,45,1,27,24,81,28,4,29,52.059705756320525
1194,47,95,24,44,48,87,81,4,38,66,5,43,60.02523449031091
1195,43,84,88,1,35,66,52,96,41,9,2,25,36.001714040851304
1196,67,27,25,12,95,34,28,1,8,81,4,29,57.362567252297296
1197,5,45,25,66,24,40,1,21,89,12,4,42,64.6761891158406
1198,50,1,81,80,53,11,52,25,16,31,3,40,52.19540065704899
1199,16,19,8,1,26,52,51,74,7,71,4,24,38.55801552159215
1200,16,74,47,67,25,75,59,20,14,18,4,34,49.251916392896256
1201,11,75,96,26,68,33,45,4,12,20,6,42,54.66495262581535
1202,53,34,82,17,3,12,65,75,26,19,3,41,55.369042517735565
1203,87,1,100,67,45,59,17,19,10,66,3,46,55.853401894967384
1204,25,56,5,45,95,14,33,1,66,42,5,35,59.31962100652288
1205,9,11,31,93,86,73,33,80,5,61,4,42,52.82931009855735
1206,33,42,31,37,45,21,14,10,6,26,3,25,47.12031614531258
1207,26,7,25,4,38,45,1,51,61,66,2,39,51.81459791458363
1208,43,60,53,59,38,96,81,39,94,66,2,47,45.266295291148886
1209,74,6,22,69,1,30,89,88,32,53,7,41,84.01647383707089
1210,1,53,52,25,13,100,38,16,57,32,5,30,44.73456172927677
1211,49,96,24,19,55,3,66,53,31,94,2,43,41.181831166976146
1212,88,11,59,21,40,12,81,60,26,95,6,48,65.48464505070704
1213,50,83,67,21,74,40,19,52,73,27,3,35,37.59053468552112
1214,3,100,1,95,19,68,28,47,11,52,3,41,55.35866304813597
1215,94,12,89,80,4,11,5,50,30,53,3,33,46.63014807408465
1216,68,34,41,53,23,13,58,89,91,52,4,23,44.74560777031853
1217,41,75,24,38,40,58,1,29,68,96,4,37,56.96529067276103
1218,1,11,19,62,45,14,5,64,24,88,4,38,41.347521782602485
1219,39,26,24,2,66,78,87,18,33,15,4,32,42.460410417559395
1220,54,80,60,53,84,74,81,1,38,11,3,44,62.17840308527353
1221,1,80,77,53,42,12,61,10,27,17,5,40,60.22711041279817
1222,5,28,81,76,31,26,24,70,95,61,3,37,44.271723087178025
1223,58,82,88,42,45,36,47,28,96,87,6,36,49.078607817930774
1224,8,89,45,71,81,39,54,18,86,46,4,38,45.199733371423136
1225,25,19,31,46,75,1,3,17,26,56,4,40,55.28381659762891
1226,10,1,12,81,5,87,22,33,14,17,3,34,48.364757415607286
1227,18,19,22,39,25,32,1,75,45,43,5,39,54.79407703661382
1228,19,29,45,4,85,1,44,52,25,70,5,30,47.03494738846831
1229,21,27,58,26,96,33,5,22,42,46,4,31,44.387373232395376
1230,40,52,73,68,38,39,53,51,75,11,4,42,54.380517068990144
1231,87,89,82,20,11,59,24,48,60,96,5,40,52.34704566014379
1232,67,68,33,12,1,17,6,95,74,37,4,34,43.18525924867876
1233,45,71,89,1,67,96,84,32,87,9,2,31,35.30114745512546
1234,52,19,73,88,26,51,1,96,17,24,3,43,63.94272246821882
1235,45,1,32,64,96,75,86,57,65,52,6,27,53.75889158691615
1236,82,31,81,32,17,75,33,48,18,53,5,43,66.96971861162692
1237,43,40,29,4,1,32,22,81,49,45,3,32,51.44150835594915
1238,96,10,95,16,50,45,87,8,60,6,2,24,30.99062038756368
1239,50,12,61,4,2,26,75,11,13,76,3,27,30.393229538637335
1240,33,13,89,6,61,10,47,71,45,17,2,36,40.99500071418369
1241,60,40,46,54,39,87,19,18,12,1,4,49,94.20654192258249
1242,1,14,96,28,57,22,18,67,68,42,4,31,34.12607722706281
1243,58,1,44,81,17,88,38,12,90,9,3,29,39.83502356806171
1244,94,4,52,75,46,26,44,72,45,74,6,38,54.047897919344855
1245,10,1,5,88,80,46,39,12,43,57,4,32,41.72908632100176
1246,2,13,87,39,17,38,9,68,84,67,2,32,32.670761319811454
1247,81,8,3,74,75,61,79,52,89,16,2,31,32.19273437128029
1248,39,17,5,59,66,32,1,25,12,56,4,40,57.3509498643051
1249,39,65,17,27,10,1,67,44,86,88,7,33,56.52135409227253
1250,38,13,11,1,16,21,4,67,25,33,4,39,65.57291815454936
1251,29,28,20,75,24,26,18,17,39,47,4,46,57.923534733133366
1252,4,29,24,25,1,11,40,16,36,10,3,32,45.48207398943008
1253,72,10,24,38,7,94,3,54,61,73,2,43,39.98047897919345
1254,1,37,11,5,84,60,12,43,46,87,2,39,34.17111841165548
1255,89,26,93,74,38,55,80,42,5,6,6,28,45.96809979526735
1256,1,10,73,79,33,4,40,51,19,5,4,43,56.9785268771128
1257,88,38,12,2,54,47,51,53,64,17,6,34,61.91096510022378
1258,60,1,87,53,80,93,27,61,31,15,4,29,41.92858163119554
1259,66,87,32,24,68,45,19,25,70,38,2,39,39.98619244869781
1260,38,86,1,88,4,46,80,89,26,5,3,47,60.38418321192211
1261,1,68,27,59,95,26,98,99,10,54,4,38,50.655525401133175
1262,60,24,16,1,12,3,17,92,33,80,3,39,51.28448316907108
1263,91,32,82,92,96,24,63,45,87,13,4,31,38.69399609579584
1264,1,24,98,96,82,34,60,68,73,6,2,35,30.296052944817408
1265,5,83,13,1,39,54,29,61,48,10,3,31,42.09417702233014
1266,37,32,95,26,75,83,33,1,50,39,3,35,58.33200019044898
1267,23,22,43,62,9,39,82,6,89,74,4,32,41.616911869732895
1268,54,35,44,96,95,48,94,30,6,2,8,21,42.400038089796695
1269,1,66,28,88,35,10,38,89,32,11,6,49,69.740322811027
1270,54,86,28,6,16,81,4,29,47,95,4,32,52.001142693900874
1271,95,3,21,68,14,18,37,42,59,4,5,31,52.91529781459792
1272,89,47,24,56,17,8,1,82,10,19,4,41,80.26453363805172
1273,27,81,55,58,87,49,73,1,7,11,8,35,94.512783888016
1274,87,54,53,19,7,59,3,40,15,32,3,36,45.488739703851834
1275,5,71,30,12,69,82,45,68,43,25,5,35,54.50649907156121
1276,7,26,24,1,80,25,10,59,82,40,7,52,87.26277198495453
1277,49,58,67,1,84,45,97,22,40,31,5,32,59.987382754844546
1278,82,27,21,25,97,2,71,19,52,34,4,22,26.030757510831787
1279,57,9,53,96,33,10,13,68,61,24,7,45,70.62933866590487
1280,9,17,5,82,33,65,1,10,40,60,5,45,70.1102223491882
1281,76,78,13,60,45,90,39,11,9,22,2,22,34.427748416892825
1282,81,30,15,39,25,62,33,1,54,10,4,41,63.749178688758754
1283,29,12,46,47,45,22,96,31,21,71,4,27,31.811741179831454
1284,2,1,19,87,73,24,4,35,30,83,5,26,35.571585011665
1285,38,70,73,13,40,60,27,33,45,1,5,40,96.64785982954817
1286,97,87,49,93,73,15,20,11,61,94,2,31,34.07427510355664
1287,1,11,39,91,15,99,25,18,85,16,4,24,34.713421892110645
1288,3,54,74,53,80,73,81,23,25,51,3,32,39.32871494548398
1289,39,89,80,46,18,1,61,4,19,32,4,49,63.34914059896205
1290,52,1,25,3,11,38,60,77,53,24,3,41,50.166976146264815
1291,34,39,73,1,53,38,89,75,12,17,4,49,64.5479217254678
1292,35,41,12,81,45,28,50,33,53,87,6,39,50.324525067847446
1293,12,77,62,1,6,17,66,24,73,18,3,41,53.54815978669714
1294,75,11,52,39,30,6,1,53,40,43,4,31,48.09008236918535
1295,95,26,22,93,94,92,47,40,15,98,5,23,31.0250916535733
1296,3,26,32,25,7,34,9,89,52,87,4,34,39.94057991715469
1297,96,3,10,61,82,31,46,73,6,51,5,33,45.293529495786316
1298,31,80,16,11,20,9,73,25,77,17,4,30,50.8262629148217
1299,11,32,39,59,99,9,8,28,51,1,4,19,73.41284578393562
1300,40,3,81,28,7,9,37,11,68,17,2,29,38.519449602437746
1301,9,54,53,74,12,23,1,16,10,73,4,37,61.624815502547264
1302,27,33,75,24,74,68,45,60,1,61,7,52,86.9829072037328
1303,80,37,46,47,74,3,53,45,81,92,3,38,33.88358805884874
1304,54,17,58,88,59,89,36,8,56,32,3,25,35.955434937866016
1305,5,12,40,65,49,38,80,26,25,56,6,35,48.908536875684426
1306,52,22,66,94,11,7,100,3,17,21,2,26,33.5795838689711
1307,60,82,73,29,53,96,26,13,25,1,6,41,111.44693615197828
1308,1,58,29,40,87,14,94,86,42,60,3,29,33.82959577203256
1309,57,75,88,5,1,96,11,12,38,59,2,47,53.95381612150645
1310,46,67,52,66,55,19,59,5,39,22,4,36,48.223872780079034
1311,45,60,6,33,40,67,39,26,18,82,4,47,51.244298433557105
1312,10,24,96,11,46,1,72,57,53,15,5,28,51.96352901966385
1313,88,95,56,75,26,38,41,10,12,32,2,39,43.66604770747036
1314,26,31,33,66,2,5,61,1,24,89,4,45,67.10641336951863
1315,31,2,52,29,38,54,5,18,1,36,4,36,57.24334618863971
1316,89,68,33,10,1,45,7,88,11,13,3,33,50.1955434937866
1317,26,87,27,60,10,31,57,17,75,67,4,41,50.93796124363186
1318,39,28,31,80,18,90,21,74,60,1,2,35,60.69723372851497
1319,43,87,79,9,82,11,45,8,26,29,4,28,42.474503642336806
1320,54,88,45,47,3,27,96,73,43,1,4,36,85.17392753416178
1321,1,19,16,15,13,45,39,52,47,18,4,44,59.24686949483408
1322,1,52,46,8,47,51,4,25,53,60,3,44,48.238251678331665
1323,96,45,54,1,40,31,26,72,33,47,5,43,64.58482121601676
1324,46,80,33,61,25,89,29,92,34,53,4,28,48.75389230109984
1325,23,1,40,25,17,34,74,93,53,45,5,38,56.246726658096456
1326,25,51,69,82,46,32,88,66,27,44,5,30,37.39227729371994
1327,14,81,12,46,1,16,6,21,66,8,4,22,46.07456077703185
1328,53,1,16,31,52,24,85,23,9,37,2,15,24.778936342427272
1329,5,88,3,1,67,15,39,34,17,96,4,37,53.16221492167786
1330,90,85,70,53,2,18,96,54,4,60,4,42,53.0992715326382
1331,11,25,92,3,68,88,4,8,7,94,8,36,67.53111460267581
1332,82,31,22,12,1,46,75,91,74,61,3,39,52.167261819740034
1333,53,11,54,1,38,10,12,47,23,67,4,41,59.30724182259677
1334,55,37,38,19,26,10,75,68,50,94,5,41,51.23315716802361
1335,89,19,71,38,31,39,12,1,67,20,4,38,58.866257201352184
1336,43,80,63,1,25,60,10,73,31,85,3,37,40.170356615721566
1337,78,87,46,18,41,3,1,26,17,52,6,47,87.93010522306336
1338,85,59,81,66,12,74,47,94,82,5,3,48,54.66028662572013
1339,77,66,87,10,22,24,12,11,75,94,4,45,52.66076274817884
1340,23,6,24,42,96,8,53,45,31,81,2,38,37.388658763033845
1341,67,13,1,5,51,18,81,94,63,10,4,36,45.20468504499357
1342,88,48,25,4,2,38,22,26,37,66,3,29,44.20916059610532
1343,34,8,24,11,1,17,21,83,87,13,3,25,43.3584725991525
1344,19,4,52,24,43,15,61,18,37,94,3,31,40.206970432795316
1345,32,67,24,87,96,11,20,28,1,2,5,28,54.38627815074037
1346,28,2,54,74,1,14,4,88,53,19,4,43,75.12222063514736
1347,5,20,29,89,77,1,18,61,4,3,3,41,56.48226443841356
1348,30,1,89,27,51,60,75,40,61,44,2,31,31.16678569728134
1349,54,4,50,24,95,36,47,45,60,53,3,41,51.73018140265676
1350,19,21,80,75,68,8,1,87,24,73,2,41,51.09603389991906
1351,81,9,50,17,24,75,26,65,38,32,4,39,47.9835261629291
1352,33,3,87,26,17,12,32,43,31,74,4,42,47.22334904537447
1353,11,1,29,61,4,23,56,76,7,40,8,25,67.77108032185879
1354,14,31,1,45,81,32,10,18,56,57,3,31,39.92615340665619
1355,54,81,59,61,38,57,39,16,48,37,3,19,26.383945150692757
1356,49,3,48,14,1,53,18,47,66,45,5,45,72.01828310241393
1357,82,96,22,6,59,47,50,25,39,1,3,37,76.1243631862115
1358,38,46,22,30,32,17,40,37,54,41,3,27,36.13021949245346
1359,31,16,75,68,96,8,64,5,34,28,8,24,48.91253630433747
1360,98,18,1,80,75,28,74,68,54,88,6,46,54.906918059324866
1361,3,2,20,17,33,4,73,98,27,26,3,30,45.77584154644575
1362,83,40,69,4,3,31,27,61,5,59,7,44,69.47926486692378
1363,33,99,40,89,75,76,8,60,19,47,4,37,48.794267485597295
1364,41,8,4,19,10,23,96,24,7,6,3,25,38.34004666000095
1365,68,91,82,5,73,53,4,39,40,59,2,46,46.70913678998239
1366,14,1,44,45,89,54,97,10,66,75,2,39,39.93686616197686
1367,2,33,59,13,50,25,89,1,47,40,2,40,56.480217111841164
1368,26,96,7,14,1,41,53,25,3,98,6,32,51.89391991620244
1369,1,87,93,35,21,40,30,58,88,57,3,21,24.690663238584964
1370,43,59,68,47,5,88,19,1,74,18,3,48,64.3953244774556
1371,85,4,96,52,44,1,49,30,60,7,4,23,43.29286292434414
1372,75,1,94,31,29,10,39,3,47,48,5,37,45.97200399942865
1373,3,49,13,34,31,45,55,7,74,52,2,28,37.14355092129695
1374,4,1,3,53,26,31,2,10,50,75,3,34,44.679712422034946
1375,32,41,44,18,38,63,12,24,15,21,5,25,46.371946864733616
1376,94,7,38,14,90,45,71,10,53,40,3,34,46.164881207446555
1377,18,75,9,24,34,1,52,88,66,5,6,45,81.36475741560729
1378,73,26,95,68,61,54,19,3,4,87,3,48,46.39175355901538
1379,23,93,5,39,15,1,14,19,38,40,4,38,61.4818835404466
1380,80,25,54,89,61,42,19,3,10,73,5,45,58.11455506356235
1381,52,43,19,46,12,82,1,44,36,74,7,36,69.68909203447127
1382,3,67,54,41,46,31,5,40,81,11,4,46,58.51849735752035
1383,26,40,29,92,69,61,68,1,56,2,3,22,43.33476170070942
1384,59,62,56,74,29,47,12,21,1,63,2,24,37.75955815835833
1385,87,33,52,28,95,26,71,14,17,73,3,32,40.84792648669237
1386,10,29,75,17,77,67,45,21,33,1,4,37,84.834547445603
1387,5,48,54,68,38,53,85,69,47,19,4,35,59.22696757606057
1388,63,45,4,5,12,82,17,30,1,38,2,40,53.51806884730753
1389,74,51,54,1,61,45,3,38,20,25,5,41,69.9742893872304
1390,42,72,95,4,93,1,24,10,74,39,5,45,73.7194686473361
1391,74,94,61,1,14,75,23,52,67,16,6,32,54.70047136123411
1392,53,42,61,1,82,40,22,75,25,3,4,42,59.01918773508547
1393,11,60,29,87,88,3,32,56,4,31,4,40,57.041375041660714
1394,38,52,8,39,88,18,1,56,99,60,7,35,67.40118078369755
1395,17,66,1,2,3,32,100,10,31,44,2,29,36.25148788268342
1396,90,86,74,60,19,3,8,4,45,13,7,36,60.337237537494644
1397,2,54,50,90,96,13,40,75,24,1,7,42,117.78379279150597
1398,1,73,10,38,57,47,77,40,52,35,2,32,28.11826881874018
1399,59,19,43,16,32,71,12,89,87,45,3,38,44.33414274151312
1400,22,48,25,60,80,39,17,38,100,49,5,32,39.90977479407704
1401,10,87,1,4,26,53,3,72,27,45,4,34,55.963719468647334
1402,59,61,13,28,32,20,10,94,4,33,4,39,64.01875922487264
1403,87,12,23,63,19,5,89,83,55,66,4,29,44.27462743417607
1404,27,32,87,5,36,46,52,61,19,1,7,48,123.1415988192163
1405,53,56,17,23,19,38,12,74,80,45,4,45,54.06027710327096
1406,26,24,18,12,45,90,94,72,37,47,4,29,42.65114507451317
1407,44,95,87,66,24,27,34,62,89,13,3,21,33.41165547778889
1408,45,67,39,51,19,24,13,31,68,23,3,30,35.11317430843212
1409,95,74,75,19,4,46,14,21,1,32,5,37,66.93662810074751
1410,53,1,25,20,87,50,42,26,4,95,5,36,60.325429700518974
1411,54,19,29,11,66,88,51,1,76,17,6,35,77.34095129267247
1412,1,86,39,3,66,45,60,37,4,7,4,36,41.35342570109032
1413,1,86,32,18,33,19,54,94,3,5,5,53,72.13493310479456
1414,89,48,60,34,65,21,17,19,33,41,4,27,39.20582773889444
1415,18,97,82,38,3,33,60,47,16,26,3,39,49.459077274675046
1416,3,80,24,33,20,47,22,39,21,1,7,34,119.93953244774556
1417,73,46,12,52,39,77,10,3,66,45,4,44,55.27105651573585
1418,42,86,3,91,47,35,5,40,26,66,5,41,61.08603532828644
1419,9,19,1,87,2,50,94,74,4,39,2,38,46.60048564490788
1420,59,70,25,28,31,9,53,87,88,77,8,35,47.8964909774794
1421,23,27,32,46,28,61,83,26,33,16,6,31,46.86949483407132
1422,91,16,26,32,11,4,52,24,14,41,8,35,60.28091225063086
